id,price,listing_title,sqft,bedrooms,bathrooms,address,listing_tags,furnishing,tenure,url,state,pool,fitness,balcony,log_price,sqft_boxcox,landed_high_rise,district_enc
1,1288000.0,ECO SANCTUARY,2622.0,5.0,5.0,"Lot 41296 Persiaran Eco Sanctuary, Telok Panglima Garang, Kuala Langat, Selangor",2-storey Terraced House,Partially Furnished,Leasehold,https://www.propertyguru.com.my/property-listing/eco-sanctuary-for-sale-by-bryan-yik-35516884, Selangor,True,True,True,14.06860196204365,5.717451552582182,landed,kuala langat
2,1600000.0,Kinrara Residence - 3 Storey Link House,1847.0,5.0,5.0,"Jalan DU 4/7, Puchong, Selangor",3-storey Terraced House,Unfurnished,Leasehold,https://www.propertyguru.com.my/property-listing/kinrara-residence-3-storey-link-house-for-sale-by-alvin-tan-34513252, Selangor,True,False,True,14.285514812209815,5.53681207199232,landed,sepang
3,400000.0,Menara Mutiara,1100.0,3.0,2.0,"Jalan 11 Off Jalan 1, Taman TAR, Ampang Jaya, Ampang, Selangor",Condominium,Partially Furnished,Leasehold,https://www.propertyguru.com.my/property-listing/menara-mutiara-for-sale-by-terence-wang-32659157, Selangor,False,False,True,12.899222326086994,5.259430313226535,high-rise,gombak
4,665000.0,"Ellis, Bandar Bukit Raja",1535.0,4.0,3.0,"Jalan Sumazau 3/KU5, Bandar Bukit Raja, Klang, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/ellis-bandar-bukit-raja-for-sale-by-oscar-tee-34633878, Selangor,False,False,False,13.407543823396258,5.439195428992109,landed,klang
5,599000.0,Seri Bangi Seksyen 8 Bandar Baru Bangi,1900.0,4.0,3.0,"Jalan 8/35, Bandar Baru Bangi, Bangi, Selangor",2-storey Terraced House,Unfurnished,Leasehold,https://www.propertyguru.com.my/property-listing/seri-bangi-seksyen-8-bandar-baru-bangi-for-sale-by-mohd-nasrul-ashraf-36376457, Selangor,True,False,False,13.303018546545275,5.551600953922198,landed,hulu langat
6,700000.0,2 Storey Link House Taman Bukit Indah Ampang,1680.0,4.0,3.0,"Ampang, Selangor",2-storey Terraced House,Partially Furnished,Leasehold,https://www.propertyguru.com.my/property-listing/2-storey-link-house-taman-bukit-indah-ampang-for-sale-by-nazrul-adree-36315838#contact-agent, Selangor,False,False,False,13.45883704259595,5.487009531392499,landed,gombak
7,400000.0,Desa Salak Permata,1100.0,3.0,2.0,"Kampung Baru Lanjut, Sepang, Selangor",1-storey Terraced House,Unfurnished,Leasehold,https://www.propertyguru.com.my/property-listing/desa-salak-permata-for-sale-by-ilman-nahri-35794095, Selangor,False,False,False,12.899222326086994,5.259430313226535,landed,sepang
8,545000.0,Rawang,1340.0,5.0,3.0,"Rawang, Selangor",Condominium,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/rawang-for-sale-by-hajjar-kadir-36368417#contact-agent, Selangor,True,True,False,13.208542908506082,5.366523519848988,high-rise,gombak
9,420000.0,2 Storey Low Cost Taman Dagang Jaya Ampang,750.0,2.0,2.0,"Ampang, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/2-storey-low-cost-taman-dagang-jaya-ampang-for-sale-by-nazrul-adree-36325754, Selangor,False,False,False,12.948012371209098,5.046343394393865,landed,gombak
10,268000.0,Ritze Perdana 2,505.0,1.0,1.0,"- Jln PJU 8/1, Damansara Perdana, Damansara Perdana, Damansara, Selangor",Condominium,Fully Furnished,Freehold,https://www.propertyguru.com.my/property-listing/ritze-perdana-2-for-sale-by-cl-cheen-35933683#contact-agent, Selangor,True,True,False,12.498745990829315,4.818790062179626,high-rise,petaling
11,300000.0,Forest Green,958.0,3.0,2.0,"- Jalan Sungai Long, Bandar Baru Sungai Long, Kajang, Selangor",Apartment,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/forest-green-for-sale-by-ace-chang-36382749, Selangor,True,False,False,12.611541086966115,5.18333852254031,high-rise,hulu langat
12,1200000.0,"NEW 2-STY Landed Terrace in UKAY PERDANA , AMPANG",2583.0,5.0,5.0,"UKAY PERDANA , AMPANG, Pandan Perdana, Cheras, Selangor",2-storey Terraced House,Unfurnished,Leasehold,https://www.propertyguru.com.my/property-listing/new-2-sty-landed-terrace-in-ukay-perdana-ampang-for-sale-by-kraven-poon-36371754#contact-agent, Selangor,True,True,True,13.997832948091215,5.7098364421029,landed,hulu langat
13,1980000.0,Sunway Rydgeway,3900.0,5.0,5.0,"Ampang Jaya, Ampang, Selangor",Bungalow House,Partially Furnished,Leasehold,https://www.propertyguru.com.my/property-listing/sunway-rydgeway-for-sale-by-rashid-sukri-36383100#contact-agent, Selangor,True,False,True,14.498607907721096,5.915671256453686,landed,gombak
14,898000.0,USJ 1 @ Subang Jaya,2000.0,5.0,3.0,"USJ, Subang Jaya, Selangor",2-storey Terraced House,Unfurnished,Leasehold,https://www.propertyguru.com.my/property-listing/usj-1-subang-jaya-for-sale-by-azli-ibrahim-35870108, Selangor,False,False,False,13.707926460869462,5.578322242409578,landed,petaling
15,280000.0,Permai Puteri Apartment,833.0,3.0,2.0,"Jalan 13b, Kampung Melayu Ampang, Ampang, Ampang, Selangor",Apartment,Partially Furnished,Leasehold,https://www.propertyguru.com.my/property-listing/permai-puteri-apartment-for-sale-by-nazrul-adree-36327727, Selangor,True,False,False,12.54254845357358,5.105441204964611,high-rise,gombak
16,533000.0,Plaza @ Kelana Jaya,750.0,3.0,2.0,"Jalan SS 7/13b, SS7, Petaling Jaya, Selangor",Service Residence,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/plaza-kelana-jaya-for-sale-by-vincent-chiam-36141748, Selangor,True,False,False,13.186278579318829,5.046343394393865,high-rise,petaling
17,1590000.0,Viridian Cheras Idaman,5132.0,5.0,6.0,"Jalan Idaman cheras, Bandar Sungai Long, Kajang, Selangor",Semi-Detached House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/viridian-cheras-idaman-for-sale-by-toji-ng-34923342, Selangor,False,False,True,14.279245203127035,6.0488152144611975,landed,hulu langat
18,725000.0,Taman Semarak Corner [2-Storey],3000.0,4.0,3.0,"Kajang, Selangor",2-storey Terraced House,Partially Furnished,Leasehold,https://www.propertyguru.com.my/property-listing/taman-semarak-corner-2-storey-for-sale-by-benny-lee-33799056, Selangor,False,False,False,13.493928313146206,5.785447922298548,landed,hulu langat
19,420000.0,2 Storey Low Cost Taman Dagang Jaya Ampang,750.0,2.0,2.0,"Ampang, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/2-storey-low-cost-taman-dagang-jaya-ampang-for-sale-by-nazrul-adree-36325754#contact-agent, Selangor,False,False,False,12.948012371209098,5.046343394393865,landed,gombak
20,948000.0,7/12/2022 BANK AUCTION : Taman Belimbing Indah (D'Boulevard @ Bukit Belimbing) Seri Kembangan,2923.0,5.0,4.0,"Taman Bukit Belimbing, Seri Kembangan, Selangor",2.5-storey Terraced House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/7-12-2022-bank-auction-taman-belimbing-indah-d-boulevard-bukit-belimbing-seri-kembangan-for-sale-by-ivan-chng-36195614#contact-agent, Selangor,False,False,False,13.762110836088922,5.7723811363172635,landed,petaling
21,390000.0,Puncak Seri Kelana Kondominium,1013.0,3.0,2.0,"- Jalan PJU 1A/46, Pusat Perdagangan Dana 1, Petaling Jaya, Selangor",Condominium,Unfurnished,Leasehold,https://www.propertyguru.com.my/property-listing/puncak-seri-kelana-kondominium-for-sale-by-azli-ibrahim-35900359, Selangor,True,True,False,12.873904582205107,5.214179706724925,high-rise,petaling
22,650000.0,Taman Bukit Permai,3000.0,5.0,4.0,"Kajang, Selangor",2-storey Terraced House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/taman-bukit-permai-for-sale-by-nurul-suhada-yaakob-36329686#contact-agent, Selangor,False,False,True,13.384729180332174,5.785447922298548,landed,hulu langat
23,489000.0,CYBERJAYA CORNER! !! 24X75 EXTRA LAND 20FT LAST ONE UNIT! !!,3255.0,4.0,4.0,"Cyberjaya, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/cyberjaya-corner-24x75-extra-land-20ft-last-one-unit-for-sale-by-serena-ang-33920520#contact-agent, Selangor,False,False,False,13.100119813444692,5.8262553072041925,landed,sepang
24,3340800.0,SS 19,8740.0,5.0,5.0,"Jalan SS 19/2, Subang Jaya, Selangor",Bungalow House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/ss-19-for-sale-by-allan-aw-36367171, Selangor,False,False,False,15.02172115655986,6.298242209682666,landed,petaling
25,1900000.0,2 Storey Semi Detached Taman Ampang Maju Ampang,2800.0,5.0,3.0,"Ampang, Selangor",Semi-Detached House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/2-storey-semi-detached-taman-ampang-maju-ampang-for-sale-by-nazrul-adree-36326526#contact-agent, Selangor,False,False,False,14.45736497045232,5.750712410012343,landed,gombak
26,1280000.0,"Bukit Sungai Long 3A, Bandar Sungai Long, BSL3A",3091.0,4.0,4.0,"Bandar Sungai Long, Kajang, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/bukit-sungai-long-3a-bandar-sungai-long-bsl3a-for-sale-by-shanny-tan-30189611, Selangor,False,False,True,14.062371417145494,5.80042875073714,landed,hulu langat
27,456000.0,Puchong Puchong Puchong Puchong,3182.0,4.0,4.0,"Puchong, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/puchong-puchong-puchong-puchong-for-sale-by-william-nui-35193803#contact-agent, Selangor,False,True,False,13.030250281476574,5.814938046484868,landed,sepang
28,3000000.0,3-Storey Corner Lot Semi-D Kingsley Hills Putra Height,5702.0,6.0,6.0,"Putra Heights, Subang Jaya, Selangor",3-storey Terraced House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/3-storey-corner-lot-semi-d-kingsley-hills-putra-height-for-sale-by-herwan-shafie-36253521, Selangor,True,False,True,14.914123179965662,6.099067704791469,landed,petaling
29,1200000.0,Ascara Residence,3000.0,5.0,5.0,"15 Jalan SL 14/2, Bandar Sungai Long, Kajang, Selangor",Semi-Detached House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/ascara-residence-for-sale-by-shanny-tan-35165483#contact-agent, Selangor,True,False,False,13.997832948091215,5.785447922298548,landed,hulu langat
31,1200000.0,Paragon Heights,3380.0,6.0,6.0,"Taman Impian Indah, Kuala Selangor, Selangor",3-storey Terraced House,Unfurnished,Leasehold,https://www.propertyguru.com.my/property-listing/paragon-heights-for-sale-by-tricie-tang-34635245#contact-agent, Selangor,False,False,False,13.997832948091215,5.845008514263865,landed,kuala selangor
32,475000.0,Taman Bukit Kuchai,1000.0,3.0,2.0,"Taman Bukit Kuchai, Puchong, Selangor",1-storey Terraced House,Partially Furnished,Leasehold,https://www.propertyguru.com.my/property-listing/taman-bukit-kuchai-for-sale-by-jonathan-kuek-35795916#contact-agent, Selangor,False,False,False,13.07107218827772,5.207056994768861,landed,sepang
33,5300000.0,PRIMO II @ Bukit Jelutong,10300.0,7.0,8.0,"Jalan Anjung U8/34, Bukit Jelutong, Shah Alam, Selangor",Bungalow House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/primo-ii-bukit-jelutong-for-sale-by-shahrul-hafizi-36262468#contact-agent, Selangor,True,False,False,15.483217567201578,6.37290411341877,landed,petaling
34,404380.0,Cyberjaya ! ! Cyberjaya ! ! Cyberjaya ! ! Cyberjaya ! ! Cyberjaya ! !,3000.0,4.0,3.0,"Cyberjaya, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/cyberjaya-cyberjaya-cyberjaya-cyberjaya-cyberjaya-for-sale-by-wendy-ong-35792854#contact-agent, Selangor,False,False,False,12.910112781839743,5.785447922298548,landed,sepang
35,590000.0,Rawang 24x65 Big Layout 2 sty 0% Downpayment + Cashback Freehold,1800.0,4.0,3.0,"Bandar Country Homes, Rawang, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/rawang-24x65-big-layout-2-sty-0-downpayment-cashback-freehold-for-sale-by-daniel-yap-35739610#contact-agent, Selangor,False,False,False,13.28787951079572,5.5233065622264155,landed,gombak
36,1200000.0,Sering Ukay,2690.0,5.0,5.0,"Jalan SU 2b, Ampang, Selangor",2.5-storey Terraced House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/sering-ukay-for-sale-by-mohamad-amrul-35288350#contact-agent, Selangor,False,False,False,13.997832948091215,5.730439487587082,landed,gombak
38,443484.0,CYEBRJAYA 24X88 LIMITED UNIT (Freehold 0%D/P),2857.0,4.0,4.0,"Cyberjaya, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/cyebrjaya-24x88-limited-unit-freehold-0-d-p-for-sale-by-serena-ang-33920488#contact-agent, Selangor,False,False,False,13.002419258288322,5.760879934514498,landed,sepang
39,418859.0,2021HOC PROJECT! !! 2-STOREY 20X75 FREEHOLD ! !! 0%D/P! !!,2385.0,4.0,4.0,"Cyberjaya, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/2021hoc-project-2-storey-20x75-freehold-0-d-p-for-sale-by-serena-ang-33920719, Selangor,False,False,False,12.945292014192502,5.669144384409824,landed,sepang
40,458000.0,Cyberjaya [Monthly Installment Below RM1. 9k ] 22 X 75 Freehold Double Storey Full Loan,3200.0,4.0,4.0,"Cyberjaya, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/cyberjaya-monthly-installment-below-rm1-9k-22-x-75-freehold-double-storey-full-loan-for-sale-by-darren-whee-36386991, Selangor,True,True,True,13.034626646500051,5.817754604448212,landed,sepang
41,2250000.0,Tijani Ukay,6000.0,6.0,6.0,"Jalan Tijani 1/B, Ampang, Selangor",Bungalow House,Partially Furnished,Leasehold,https://www.propertyguru.com.my/property-listing/tijani-ukay-for-sale-by-rashid-sukri-35710030, Selangor,True,True,True,14.626441218624949,6.123211098349202,landed,gombak
42,483000.0,CYBERJAYA 2-STOREY! !! (END LOT 24X75 + EXTRAN 8FT) LIMITED UNIT! !!,2859.0,4.0,4.0,"Cyberjaya, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/cyberjaya-2-storey-end-lot-24x75-extran-8ft-limited-unit-for-sale-by-serena-ang-33920768#contact-agent, Selangor,False,False,False,13.087774003025942,5.761232678650401,landed,sepang
43,1200000.0,Taman Bukit Kuang Perdana,5550.0,5.0,5.0,"Kuang, Rawang, Selangor",Bungalow House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/taman-bukit-kuang-perdana-for-sale-by-joycy-tan-35864251, Selangor,False,False,False,13.997832948091215,6.086219407410111,landed,gombak
44,392888.0,Nadayu 92 Bangi,2588.0,4.0,4.0,"Jln Nadayu 1/1, Bangi, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/nadayu-92-bangi-for-sale-by-serena-ang-34349104, Selangor,True,False,False,12.881282408208842,5.7108196916541685,landed,hulu langat
45,385937.0,Cyberjaya! !! (2-Storey 22X75) Freehold #MCO Price RM388k ONLY! !! #,2568.0,4.0,4.0,"Cyberjaya, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/cyberjaya-2-storey-22x75-freehold-mco-price-rm388k-only-for-sale-by-serena-ang-34483451#contact-agent, Selangor,False,False,False,12.863432013784253,5.70687424390502,landed,sepang
46,1630000.0,ECO SANCTUARY,2743.0,5.0,5.0,"Lot 41296 Persiaran Eco Sanctuary, Telok Panglima Garang, Kuala Langat, Selangor",Semi-Detached House,Unfurnished,Leasehold,https://www.propertyguru.com.my/property-listing/eco-sanctuary-for-sale-by-bryan-yik-35807440#contact-agent, Selangor,True,True,True,14.30409118627969,5.740317558142902,landed,kuala langat
47,950000.0,Kota Kemuning,1680.0,4.0,4.0,"Kota Kemuning, Kota Kemuning, Shah Alam, Selangor",2-storey Terraced House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/kota-kemuning-for-sale-by-rain-liau-36380342, Selangor,False,False,False,13.76421831620775,5.487009531392499,landed,petaling
48,228000.0,Kajang East,645.0,2.0,2.0,"Jalan Semenyih, Semenyih, Selangor",Service Residence,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/kajang-east-for-sale-by-kh-tan-36170018, Selangor,True,False,True,12.337105293891872,4.960482408385307,high-rise,hulu langat
49,650000.0,Very Big 2-sty Semi D Salak Tinggi,2200.0,4.0,3.0,"Jalan Dahlia, Sepang, Selangor",Semi-Detached House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/very-big-2-sty-semi-d-salak-tinggi-for-sale-by-khairul-legacy-36296118, Selangor,False,False,False,13.384729180332174,5.627661947128059,landed,sepang
50,411000.0,kajang,2880.0,4.0,4.0,"Bandar Damai Perdana, Kajang, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/kajang-for-sale-by-grace-tan-32931035#contact-agent, Selangor,False,False,False,12.926350926565435,5.764920391901172,landed,hulu langat
51,675000.0,Taman Bukit Indah (Fasa 1),180.0,3.0,3.0,"Ampang Jaya, Ampang, Selangor",2-storey Terraced House,Unfurnished,Leasehold,https://www.propertyguru.com.my/property-listing/taman-bukit-indah-fasa-1-for-sale-by-azli-ibrahim-35885712, Selangor,False,False,True,13.42246945133505,4.187497287943424,landed,gombak
52,1200000.0,Ascara Residence,3000.0,5.0,5.0,"15 Jalan SL 14/2, Bandar Sungai Long, Kajang, Selangor",Semi-Detached House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/ascara-residence-for-sale-by-shanny-tan-35165483, Selangor,True,False,False,13.997832948091215,5.785447922298548,landed,hulu langat
53,2850000.0,Semi D Beverly Heights Ampang,5000.0,8.0,8.0,"Ampang, Selangor",Semi-Detached House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/semi-d-beverly-heights-ampang-for-sale-by-nazrul-adree-36326848#contact-agent, Selangor,False,False,False,14.862829903121964,6.03631181458695,landed,gombak
54,495000.0,Taman Salak Perdana,892.0,3.0,2.0,"Jalan SP 4/4, Sepang, Selangor",2-storey Terraced House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/taman-salak-perdana-for-sale-by-nurul-suhada-yaakob-36372646#contact-agent, Selangor,False,False,False,13.112315061750808,5.143685449448459,landed,sepang
55,1100000.0,BRP 7,2500.0,5.0,5.0,"Jalan BRP 7, Bukit Rahman Putra, Sungai Buloh, Selangor",2-storey Terraced House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/brp-7-for-sale-by-bryan-yik-35868638#contact-agent, Selangor,False,False,False,13.910821646859095,5.693205703011016,landed,gombak
56,680000.0,Kota Emerald,1700.0,4.0,3.0,"Ivory Kota Emerald Rawang, Kota Emerald, Rawang, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/kota-emerald-for-sale-by-eric-chong-35780134#contact-agent, Selangor,False,False,False,13.429849547739444,5.493250946436728,landed,gombak
57,721000.0,3sty 26x70 Freehold Rawang CORNER/ ENDLOT AVAILABLE TamanSari BRDB Camelia Completed 0% Downpayment,4095.0,7.0,6.0,"rawang, Kota Emerald, Rawang, Selangor",3-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/3sty-26x70-freehold-rawang-corner-endlot-available-tamansari-brdb-camelia-completed-0-downpayment-for-sale-by-daniel-yap-31516637#contact-agent, Selangor,True,False,False,13.488395803228677,5.939565384670864,landed,gombak
58,5480000.0,PRIMO II @ Bukit Jelutong,10300.0,7.0,8.0,"Jalan Anjung U8/34, Bukit Jelutong, Shah Alam, Selangor",Bungalow House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/primo-ii-bukit-jelutong-for-sale-by-shahrul-hafizi-36262399#contact-agent, Selangor,True,False,False,15.516615841405933,6.37290411341877,landed,petaling
59,2300000.0,Sejati Hill Villa,6296.0,6.0,6.0,"Jalan Sejati, Bandar Sungai Long, Kajang, Selangor",Bungalow House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/sejati-hill-villa-for-sale-by-shanny-tan-28468739, Selangor,False,False,True,14.648420115681892,6.145936290883851,landed,hulu langat
60,4100000.0,"Jalan PJU, Ara Damansara",9200.0,7.0,6.0,"Bungalow 2-Storey Corner Lot, Ara Damansara, Petaling Jaya, Selangor",Bungalow House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/jalan-pju-ara-damansara-for-sale-by-ammar-razif-36238275#contact-agent, Selangor,False,False,False,15.226497775576945,6.321673988259639,landed,petaling
61,438000.0,Kondominium Puncak Nusa Kelana,1328.0,4.0,3.0,"- Jalan PJU 1A/48, Kelana Jaya, Petaling Jaya, Selangor",Condominium,Unfurnished,Leasehold,https://www.propertyguru.com.my/property-listing/kondominium-puncak-nusa-kelana-for-sale-by-ts-low-36312187#contact-agent, Selangor,True,True,False,12.989976472461,5.361681727721324,high-rise,petaling
62,290000.0,Pangsapuri Baiduri (Seksyen 7 Shah Alam),850.0,3.0,2.0,"- Persiaran Institut, Section 7, Shah Alam, Selangor",Apartment,Unfurnished,Leasehold,https://www.propertyguru.com.my/property-listing/pangsapuri-baiduri-seksyen-7-shah-alam-for-sale-by-mahafiz-36187464#contact-agent, Selangor,False,False,True,12.577639650232573,5.116755155691901,high-rise,petaling
63,510000.0,Taman TTDI Jaya @ Shah Alam,1700.0,4.0,3.0,"Taman TTDI Jaya, Shah Alam, Selangor",2-storey Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/taman-ttdi-jaya-shah-alam-for-sale-by-azli-ibrahim-35991940, Selangor,False,False,False,13.1421679654829,5.493250946436728,landed,petaling
64,780000.0,Kajang East,2199.0,4.0,4.0,"Jalan Semenyih, Semenyih, Selangor",Terraced House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/kajang-east-for-sale-by-ck-law-36224496, Selangor,False,False,False,13.567050480716235,5.62742754638886,landed,hulu langat
65,1400000.0,2 Storey Corner Taman Bukit Indah Ampang,3500.0,6.0,5.0,"Ampang, Selangor",2-storey Terraced House,Unfurnished,Leasehold,https://www.propertyguru.com.my/property-listing/2-storey-corner-taman-bukit-indah-ampang-for-sale-by-nazrul-adree-36315800#contact-agent, Selangor,False,False,False,14.151983508870947,5.862316054926677,landed,gombak
66,5800000.0,2 Storey Bungalow Ukay Seraya Ampang,12206.0,7.0,9.0,"Ampang, Selangor",Bungalow House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/2-storey-bungalow-ukay-seraya-ampang-for-sale-by-nazrul-adree-36327079#contact-agent, Selangor,False,False,False,15.573368647930426,6.448987429078951,landed,gombak
67,403599.0,PUCHONG [BUMI LOT ONLY] Semi-D 30X80 Urgent Sell ! ! PM fast,3169.0,5.0,4.0,"Bandar Puteri Puchong, Puchong, Selangor",Semi-Detached House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/puchong-bumi-lot-only-semi-d-30x80-urgent-sell-pm-fast-for-sale-by-karen-ng-36368764#contact-agent, Selangor,False,False,False,12.908179567461591,5.812893082571509,landed,sepang
69,1120000.0,Taman Bukit Permata @ Batu Caves,2500.0,4.0,5.0,"Batu Caves, Gombak, Selangor",3-storey Terraced House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/taman-bukit-permata-batu-caves-for-sale-by-azli-ibrahim-35993867, Selangor,False,False,False,13.928840136128022,5.693205703011016,landed,gombak
70,3200000.0,Beverly Heights,4919.0,5.0,7.0,"1 Jalan Beverly Heights, Ampang Jaya, Ampang, Selangor",Semi-Detached House,Partially Furnished,Leasehold,https://www.propertyguru.com.my/property-listing/beverly-heights-for-sale-by-shahrul-hafizi-36231634, Selangor,True,True,False,14.978661680269907,6.0284604723008135,landed,gombak
71,780000.0,Lembah Keramat,2000.0,5.0,3.0,"Kuala Selangor, Selangor",Terraced House,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/lembah-keramat-for-sale-by-zulfadhli-wahab-35378812#contact-agent, Selangor,False,False,True,13.567050480716235,5.578322242409578,landed,kuala selangor
72,619000.0,"Ruby, Putra Avenue",2179.0,4.0,3.0,"1/3 Jalan Harmoni, Putra Heights, Subang Jaya, Selangor",2-storey Terraced House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/ruby-putra-avenue-for-sale-by-sky-lai-36108517, Selangor,False,False,False,13.335862167174314,5.62271506672248,landed,petaling
73,600800.0,Astetica Residences @ Seri Kembangan,1154.0,4.0,2.0,"1 Jalan Dagang SB 4/1, Mines Wellness City, Seri Kembangan, Selangor",Service Residence,Partially Furnished,Leasehold,https://www.propertyguru.com.my/property-listing/astetica-residences-seri-kembangan-for-sale-by-vincent-vince-35488546#contact-agent, Selangor,True,False,False,13.30601904387808,5.285602825811579,high-rise,petaling
74,410000.0,Bukit Rimau @ Seksyen 32 Shah Alam,1307.0,3.0,2.0,"Jalan Sungai Rincing 32, Kota Kemuning, Shah Alam, Selangor",Townhouse,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/bukit-rimau-seksyen-32-shah-alam-for-sale-by-michelle-lee-36284895#contact-agent, Selangor,False,False,False,12.923914877701906,5.353093139340087,landed,petaling
75,2980000.0,Batu 9 Cheras Taman Sungai Sering Taman Suntex,6380.0,5.0,5.0,"Jalan Sering, Batu 9th Cheras, Cheras, Selangor",Bungalow House,Fully Furnished,Freehold,https://www.propertyguru.com.my/property-listing/batu-9-cheras-taman-sungai-sering-taman-suntex-for-sale-by-justin-36377029, Selangor,False,True,True,14.907434194052001,6.152174372262923,landed,hulu langat
77,756000.0,"[Close To Plus Highway] 2700SF CONDO Petaling Jaya, 0%D/P , 50k Cash Back",2700.0,5.0,5.0,"Petaling Jaya, Selangor",Condominium,Unfurnished,Freehold,https://www.propertyguru.com.my/property-listing/close-to-plus-highway-2700sf-condo-petaling-jaya-0-d-p-50k-cash-back-for-sale-by-ject-ng-36391031, Selangor,False,False,False,13.535797977912118,5.732319363653345,high-rise,petaling
78,2380000.0,"Super AAA Stock, Lock Stock Barrel Semi D @ Setia Eco Park",3516.0,5.0,5.0,"Setia Eco Park, Setia Eco Park, Shah Alam, Selangor",Semi-Detached House,Fully Furnished,Freehold,https://www.propertyguru.com.my/property-listing/super-aaa-stock-lock-stock-barrel-semi-d-setia-eco-park-for-sale-by-lina-koh-32947369, Selangor,False,False,False,14.682611465815636,5.864574929454021,landed,petaling
79,650000.0,Taman Puchong Prima,1200.0,4.0,3.0,"Jalan Prima, Puchong, Selangor",2-storey Terraced House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/taman-puchong-prima-for-sale-by-ray-tan-36296974, Selangor,False,False,False,13.384729180332174,5.306869645232639,landed,sepang
80,580000.0,2Sty TERRACE HOUSE ( RENOVATED ) + FREEHOLD Bandar Sungai Long KAJANG,1600.0,4.0,3.0,"Jalan SL 7/13, Bandar Sungai Long, 43200 Kajang, Bandar Sungai Long, Kajang, Selangor",2-storey Terraced House,Partially Furnished,Freehold,https://www.propertyguru.com.my/property-listing/2sty-terrace-house-renovated-freehold-bandar-sungai-long-kajang-for-sale-by-mohd-syam-36381635#contact-agent, Selangor,False,False,False,13.270785106659046,5.461210671157304,landed,hulu langat
